Filename,TP-shape,TP-type,TP-color,Noise,Resolution,SourceLink
214,218.jpg,1,1,2,1,1.0,https://img.memecdn.com/funny-road-sign-in-kuwait_fb_2571495.jpg
215,219.jpg,1,1,3,1,1.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ-1d1XtI_W1eb2YE847AG8Dt6WGGvAq22SLP0MNp4lfWTtSOt5Nw
216,220.jpg,1,1,6,1,0.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQh7yEnoDKhaaunsFWsNUfJu60imoPPnI32FItSfy89zYPksegFwQ
217,221.jpg,1,2,13,1,1.0,http://www.alriyadh.com/media/thumb/bc/01/1000_b638947a96.jpg
218,222.jpg,1,1,4,1,1.0,http://habal.com/wp-content/uploads/2014/10/10543015_739907592711216_1934150928_n.jpg
219,223.jpg,1,2,13,1,1.0,https://www.inoledge.com/admin/uploads/1521103009.jpg
220,224.jpg,1,2,1,1,1.0,https://i2.wp.com/www.algeriatoday.info/wp-content/uploads/2018/09/Alg%C3%A9rie_autoroute_Est-Ouest_171-1.jpg
221,225.jpg,1,1,1,0,1.0,http://www.alriyadh.com/media/article/2009/04/14/img/120635.jpg
222,227.jpg,1,2,6,1,1.0,https://cdn.liberte-algerie.com/images/article/thumbs/d-le-projet-de-la-penetrante-autoroutiere-de-tizi-ouzou-traine-48da4.jpg
223,228.jpg,1,2,1,1,1.0,https://www.constructionweekonline.com/sites/default/files/cwo/images/2018/08/11/Saudi-Roads_1.jpg
224,229.jpg,1,1,4,1,0.0,https://www.featurepics.com/StockImage/20100211/reduce-speed-now-sign-in-english-and-arabic-language-stock-image-1457495.jpg
225,230.jpg,1,2,1,1,1.0,http://website-alyaum.s3-website.eu-central-1.amazonaws.com/uploads/imported_images/media/article/sg42_wXg0BYc.jpg
226,231.jpg,1,1,2,1,1.0,https://img.thebaghdadpost.com/Content/Upload/large/42018915165471298380.jpg
227,232.jpg,1,2,1,1,1.0,https://www.alrassxp.com/uploaded2/5736/31228219132.jpg
228,234.jpg,1,1,1,0,1.0,https://www.hasatoday.com/wp-content/uploads/2015/08/df0f987_ezzzzzzs5sw4w.jpg
229,235.jpg,2,1,3,0,,not found
230,236.jpg,1,1,24,1,,not found
231,237.jpg,1,1,14,1,1.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSf5Acmy40Ntj_MMfQqJCbfv4QPK5h2Gvs0wjUuQFuF4YxcsuFu
232,238.jpg,2,1,127,1,0.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRVNKXijyE0arKJ7ixckUDH6c-ea1t6wmfPLNDVSbQoKS-hX4za
233,239.jpg,1,2,12,0,0.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTGsKVgWNT-Oa_HpaGvTxxHDWT8eQcWw9NqDUcLpQ19URMytwsT
234,240.jpg,1,1,4,1,,not found
235,241.jpg,1,2,1,1,,not found
236,242.jpg,1,2,1,0,1.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRX-bEQYpJXWY7jwZx1QgNG9XEkcMcFwWNnFH75N6T72SjjG02KjQ
237,243.jpg,1,1,23,0,0.0,https://i.pinimg.com/originals/d3/1d/81/d31d810848f3b3f2d058146d71031ea7.jpg
238,244.jpg,1,1,1,1,1.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSp0zmbDMBjyZZjdftflWr8MjQ1zykzOZOuxWgKLseF1o9v3k7Rlw
239,245.jpg,1,2,13,1,1.0,http://www.babfirdaus.com/wp-content/uploads/2016/01/morocco-road-sign-for-casablanca-photoshop-filter-used.jpg
240,246.jpg,1,1,12,1,,not found
241,247.jpg,1,1,1235,1,,not found
242,248.jpg,1,3,7,0,0.0,http://yomnet.net/pics/news/2017/12/28/album/1514454196139.jpg
243,249.jpg,1,2,14,1,1.0,http://union-egy.com/wp-content/uploads/2018/03/210.jpg
244,250.jpg,1,1,14,1,1.0,http://www.masralarabia.com/images/17(41).jpg
245,251.jpg,1,2,12,1,1.0,http://www.autoalgerie.com/IMG/jpg/Autoroute-Cheraga---Douera-015.jpg
246,252.jpg,1,2,2,1,,not found
247,254.jpg,1,1,1234,1,1.0,https://www.alweeam.com.sa/wp-content/uploads/2016/08/32132135.jpg
248,255.jpg,1,2,1,1,0.0,https://o.aolcdn.com/images/dims?quality=80&thumbnail=1200%2C630&image_uri=https%3A%2F%2Fs-i.huffpost.com%2Fgen%2F5581010%2Fimages%2Fn-DOCUMENT_SERVICE_141014_384_5_2110877362-628x314.jpg&client=cbc79c14efcebee57402&signature=0810714d46e958d44d54802c6548a6b2f2a3e406
249,256.jpg,1,2,134,1,0.0,http://alnabanp.com/wp-content/uploads/2016/09/000-69044001473159147387.jpg
250,257.jpg,1,1,13,1,0.0,https://twasul.info/wp-content/themes/twasul/timthumb/?src=https://mobile.twasul.info/wp-content/uploads/2016/12/01_1949.jpg&w=200&h=200
251,258.jpg,1,1,7,1,1.0,https://mediaaws.almasryalyoum.com/news/large/2016/06/19/480083_0.jpg
252,259.jpg,1,1,12,1,1.0,http://www.al-jazirah.com/2015/20150127/ln_175_1.jpg
253,260.jpg,1,1,6,1,0.0,http://s.alriyadh.com/2011/05/29/img/728359990124.jpg
254,261.jpg,2,1,3,1,0.0,https://sites.google.com/site/drstat07/panneau-de-route-ain-gdah-tissa-taou.jpg
255,262.jpg,1,2,1,1,1.0,https://avecdn.akamaized.net/Assets/Images_Upload/Actu24/2017/12/22/51263eb7-7987-4ab6-8033-32030c1a2ace_web_.jpg?maxheight=662&maxwidth=925&scale=both
256,263.jpg,1,1,3,1,1.0,https://content.mosaiquefm.net/uploads/content/thumbnails/kef_1546422932.jpg
257,264.jpg,1,2,1,1,,not found
258,265.jpg,1,1,1,1,1.0,https://img.bladna.nl/IMG/local/cache-gd2/a4/51a5436ad89f24bbca2073e6232a4f.jpg?1521079309
259,266.jpg,1,2,123,1,1.0,https://images.khaleejtimes.com/storyimage/KT/20161229/ARTICLE/161229015/AR/0/AR-161229015.jpg&NCS_modified=&exif=.jpg
260,267.jpg,1,1,1,1,0.0,https://www.almowaten.net/wp-content/uploads/20140209_112454_resized.jpg
261,268.jpg,1,1,2,1,0.0,https://img.thebaghdadpost.com/Content/Upload/large/12201830191727265627657.jpg
262,269.jpg,1,1,1,1,1.0,http://www.alriyadh.com/media/thumb/9d/e6/750_c69385880c.jpg
263,270.jpg,1,1,1,1,1.0,http://www.mesaaraby.com/uploads/news_9226.jpg
264,271.jpg,1,1,17,1,,not found
265,272.jpg,1,1,1,0,1.0,https://lh3.googleusercontent.com/-ErvM6wXchpE/ToYaq1TRJEI/AAAAAAAADu8/_I-Gs70xQkk/s640/IMG_1701.JPG
266,273.jpg,1,1,2,1,1.0,https://pbs.twimg.com/media/DE3ouq-UIAE324U.jpg
267,274.jpg,1,2,12,1,,not found
268,275.jpg,1,1,123,1,0.0,http://www.alsharq.net.sa/wp-content/uploads/2012/07/222269-263x160.jpg
269,276.jpg,1,1,3,0,1.0,http://s.alriyadh.com/2010/12/08/img/395455611403.jpg
270,277.jpg,1,2,123,0,1.0,https://lh3.googleusercontent.com/-gWWR-yJREs4/ToYbJGb4pzI/AAAAAAAADxA/4LQxshF12-o/s640/IMG_1743.JPG
271,278.jpg,1,1,1,1,1.0,https://farm8.staticflickr.com/7231/6871121866_d3ce098511_b.jpg
272,279.jpg,1,2,1,0,1.0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Blick_auf_A_2_bei_Rastst%C3%A4tte_Lehrter_See_%282009%29.jpg/1200px-Blick_auf_A_2_bei_Rastst%C3%A4tte_Lehrter_See_%282009%29.jpg
273,280.jpg,1,1,3,0,1.0,http://istizada.com/wp-content/uploads/2016/12/Morocco-Language.jpg
274,281.jpg,1,1,17,0,0.0,https://twasul.info/wp-content/uploads/2014/06/IMG-20140612-WA0016.jpg
275,282.jpg,1,2,1,0,0.0,https://www.medias24.com/images/photos_artices/big/05-10-2017/A3_Rabat101.jpg
276,283.jpg,1,1,4,0,1.0,https://www.alittihad.ae/assets/images/Emirates/2011/09/30/320x240/2a-na-56758.jpg
277,284.jpg,1,1,17,0,1.0,https://www.al-sharq.com/uploads/images/article_cover/post-213308-122920_0.jpg
278,285.jpg,1,2,127,1,0.0,https://media2.trover.com/T/574212a0d090013e57005620/fixedw_large_2x.jpg
279,286.jpg,3,2,3,0,0.0,https://thumbs.dreamstime.com/b/panneau-routier-blanc-et-jaune-c%C3%A9l%C3%A8bre-maroc-44824949.jpg
280,287.jpg,1,2,12,1,,not found
281,288.jpg,2,1,3,0,1.0,https://cdn3.theinertia.com/wp-content/gallery/morocco/plagelallafatna3.jpg
282,289.jpg,1,2,123,1,1.0,https://images.khaleejtimes.com/storyimage/KT/20171216/ARTICLE/171209813/AR/0/AR-171209813.jpg
283,290.jpg,1,1,1,1,1.0,http://www.mekshat.com/pix/upload01/prof021/mk6390_hhjjkk%3B.jpg
284,291.jpg,1,2,1,1,1.0,http://i.le360.ma/ar/sites/default/files/styles/asset_image_full/public/assets/images/2015/09/autoroute.jpg
285,292.jpg,1,2,1,1,1.0,http://up40.s-oman.net/exit12.jpg
286,293.jpg,1,1,123,1,0.0,https://pbs.twimg.com/media/B9dv5QjCcAAHydT.jpg
287,294.jpg,1,1,1,1,1.0,http://www.amenfm.jo/images/10-8-2017/DSC_0118.JPG
288,295.jpg,1,1,3,0,1.0,https://www.phopress.net/data/media/preview/detail/Stra%C3%9Fenschild-in-Marokko%2C-Marrakesch-15421.jpg
289,297.jpg,1,2,1,1,1.0,https://auto-magazine.ma/wp-content/uploads/2018/04/ADM.jpg
290,298.jpg,1,2,1,1,,not found
291,299.jpg,1,2,17,1,0.0,http://www.raya.com/File/GetImageCustom/002a1bdc-d77e-4607-9caa-89a321333c94/484/364
292,300.jpg,1,1,12,0,1.0,https://www.almowaten.net/files/images/1300694.jpg
293,301.jpg,1,1,124,0,1.0,https://www.elmwatin.com/upload/photo/gallery/12/9/315.jpg
294,302.jpg,1,2,12,1,1.0,http://www1.rfi.fr/radiofr/images/100/IMG_2394.jpg
295,303.jpg,1,1,1,1,1.0,http://almnatiq.net/wp-content/uploads/2016/12/unnamed-5-33-1024x576.jpg
296,304.jpg,1,1,3,0,,not found
297,305.jpg,1,2,1,1,1.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRoceurL8CHK9rdFn-zi7a3u695InQbhV9LLwJDYXsgEYKKHcUn
298,306.jpg,1,1,23,1,,not found
299,308.jpg,1,2,1,1,1.0,http://www.mekshat.com/pix/upload05/images227/mk112703_92%20(2).jpg
300,309.jpg,1,2,1,1,1.0,http://www.radioalgerie.dz/news/sites/default/files/styles/282x211/public/field/image/120880242.jpg
301,310.jpg,1,2,1,1,1.0,https://www.wonderliv.com/wp-content/uploads/2017/01/Highway-in-Morocco.jpg
302,311.jpg,1,2,1,0,1.0,https://static.yabiladi.com/files/articles/673fa6bd7618f11b5020e47ebeeeadba_thumb_565.jpg
303,312.jpg,1,1,13,1,1.0,http://up.albrari.com/uploads/13019039543.jpg
304,313.jpg,1,1,3,1,1.0,not found
305,314.jpg,1,2,1,1,1.0,https://s-i.huffpost.com/gen/5637436/images/n-AUTOROUTE-628x314.jpg
306,315.jpg,1,2,1,1,1.0,http://ar.ammannet.net/wp-content/uploads/cache/files_mf/1491741524IMG_7312/1141233573.jpg
307,316.jpg,1,2,1,0,0.0,https://o.aolcdn.com/images/dims3/GLOB/crop/2590x1297+0+381/resize/630x315!/format/jpg/quality/85/http%3A%2F%2Fo.aolcdn.com%2Fhss%2Fstorage%2Fmidas%2F6a7a49987572fc5c6f4b24f4b7f3cd0d%2F205372488%2FRTS16OMJ.jpeg
308,317.jpg,1,3,7,1,1.0,https://mot.gov.sa/ar-sa/MediaCenter/News/PublishingImages/Pages/news852/%D9%84%D9%88%D8%AD%D8%A9%20%D8%A7%D9%84%D8%B4%D8%A7%D8%B4%D8%A9%20%D8%A7%D9%84%D8%B0%D9%83%D9%8A%D8%A9%20%D8%B7%D8%B1%D9%8A%D9%82%20%D8%A7%D9%84%D9%85%D9%84%D9%83%20%D9%81%D9%87%D8%AF.jpg
309,318.jpg,1,2,1,1,,not found
310,319.jpg,1,1,4,1,1.0,http://3.bp.blogspot.com/_quy2MQePsXU/SGT6MwztkQI/AAAAAAAABD8/Awa4uL8rrco/s400/diversion+ahead.jpg
311,320.jpg,1,2,123,1,1.0,http://alahsaonline.com/contents/myuppic/0501cd0f3e04d5.JPG
312,321.jpg,1,2,2,1,1.0,https://leconomiste.com/sites/default/files/eco7/public/mediouane_rn9.jpg
313,322.jpg,1,2,13,1,1.0,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Directions_%2812517057975%29.jpg/208px-Directions_%2812517057975%29.jpg
314,323.jpg,1,1,3,1,0.0,http://www.pays.wikibis.com/illustrations/220px-road_signs_tunisia.jpg
315,324.jpg,1,1,1,1,1.0,https://i.pinimg.com/originals/7a/0d/ce/7a0dcea4b10de953fa98f9ac4a66b100.jpg
316,325.jpg,1,2,1,1,1.0,http://www.alriyadh.com/media/article/2012/07/22/img/598275313370.jpg
317,326.jpg,3,1,3,1,1.0,http://thoughtwax.com/uploads/2007/04/road-sign.jpg
318,327.jpg,1,2,3,1,0.0,http://www.journalrif.com/thumbnail.php?file=harik_313935743.jpg&size=article_medium
319,328.jpg,1,1,3,1,1.0,http://s1.e-monsite.com/2009/08/06/65435696larabaa-alger-route-1-jpg.jpg
320,329.jpg,1,2,1,1,0.0,https://www.europenowjournal.org/wp-content/uploads/2017/08/4.jpg
321,330.jpg,1,2,3,0,1.0,http://www.ziripress.com/wp-content/uploads/2012/06/autoroutes-du-maroc-gratuites.jpg
322,331.jpg,1,1,2,0,0.0,https://medias.smartnews-agency.com/media/watermarked/DSC03430.JPG
323,332.jpg,1,1,13,1,,not found
324,333.jpg,1,2,1,1,1.0,https://www.bladi.net/IMG/arton44009.jpg
325,334.jpg,1,1,1,1,0.0,https://s3.amazonaws.com/website-okaz/new/Issues/20120220/Images/b0021.jpg
326,335.jpg,1,2,1,1,1.0,http://www.geo.de/reisen/community/bild/regular/486380/Die-neue-Autobahn.jpg
327,336.jpg,2,1,13,0,,not found
328,337.jpg,1,1,2,0,1.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT1ovGdWq4-dsReNUl8bimjK7RYW3OHkKXyWMbGFNkap8vcrreP
329,338.jpg,2,1,3,0,0.0,http://photos.wikimapia.org/p/00/03/30/72/66_big.jpg
330,339.jpg,1,1,1,0,1.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRnO5OTPtoIIWr0hENga_5jQqZjUn-Stn3FV4pA51pK9rT9mdVx
331,340.jpg,1,2,1,1,0.0,https://24.ae/images/Articles/2017652140238691A.jpg
332,341.jpg,1,2,12,0,1.0,https://nsm05.casimages.com/img/2012/04/29//1204291044161464039784818.jpg
333,342.jpg,1,2,12,1,1.0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Autoroute_-_Tipaza_%D8%AA%D9%8A%D8%A8%D8%A7%D8%B2%D8%A9_-_panoramio_%282%29.jpg/800px-Autoroute_-_Tipaza_%D8%AA%D9%8A%D8%A8%D8%A7%D8%B2%D8%A9_-_panoramio_%282%29.jpg
334,343.jpg,1,1,17,0,1.0,https://www.albayan.ae/polopoly_fs/1.558925.1476211099!/image/image.jpg_gen/derivatives/original_640/image.jpg
335,345.jpg,1,1,13,1,,not found
336,346.jpg,1,2,1,0,1.0,http://www.autoalgerie.com/IMG/jpg/route.jpg
337,347.jpg,1,2,13,1,0.0,http://www.alriyadh.com/media/article/2012/05/31/img/143874777047.jpg
338,348.jpg,1,2,12,0,0.0,https://www.hasanews.com/wp-content/uploads/2015/08/Akz72jiD6SjXNNpqeBWSJ2bIA0ubIWC-LvDqR_AW-Sea1.jpg
339,349.jpg,1,2,123,0,1.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTNjKbFcrbUKKhllcPyDqpOlNbqMQJKnZj9D5wYtUyPpgCdXT-f5A
340,350.jpg,1,3,3,0,0.0,https://c8.alamy.com/comp/BG8KPE/road-sign-warning-of-fire-in-morocco-BG8KPE.jpg
341,351.jpg,1,2,1,1,0.0,http://www.alriyadh.com/media/thumb/69/00/1000_c2738a1317.jpg
342,352.jpg,1,1,1,1,1.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQEvOc27ogfJh8DPoocWvgHxdGhtYAwDw91suFOhJ71JVtt92fY
343,354.jpg,1,2,1,1,1.0,https://www.thenational.ae/image/policy:1.154205:1499292571/image/jpeg.jpg?f=4x3&w=1024&$p$f$w=5bccb59
344,355.jpg,1,2,13,1,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Tunisie_Autoroute_A1_sortie_Boumerdas.jpg/280px-Tunisie_Autoroute_A1_sortie_Boumerdas.jpg
345,356.jpg,1,2,12,1,0.0,http://mw2.google.com/mw-panoramio/photos/medium/45728473.jpg
346,357.jpg,1,1,2,1,,not found
347,358.jpg,1,1,13,1,1.0,https://ak0.picdn.net/shutterstock/videos/19542790/thumb/1.jpg
348,359.jpg,1,1,3,1,1.0,https://ak9.picdn.net/shutterstock/videos/19542739/thumb/1.jpg
349,360.jpg,1,1,1,1,,not found
350,361.jpg,1,2,1,1,1.0,http://mtunisiatv.com/wp-content/uploads/2016/04/tunisieautoroute-09012456987.jpg
351,362.jpg,1,1,3,1,0.0,https://c8.alamy.com/comp/AGWB0H/tripoli-libya-road-sign-highway-sign-arabic-only-AGWB0H.jpg
352,363.jpg,1,2,17,1,1.0,http://1.bp.blogspot.com/-345JYDGaCpg/UbRNriAloxI/AAAAAAAAAKQ/G7MWsMCQGE8/s1600/Dammam+road.jpg
353,364.jpg,1,1,3,1,0.0,http://www.alhayat.com/uploads/imported_images/80/80/14/264/4d3f6c9641454f19b0ebcaa0da20deb3.jpg
354,365.jpg,1,1,12,1,,not found
355,366.jpg,1,1,1,1,,not found
356,367.jpg,1,3,1,1,1.0,https://i.pinimg.com/originals/7a/e1/c5/7ae1c5ea4e2edf41741107e1eb317886.jpg
357,368.jpg,1,3,1,1,1.0,http://www.mekshat.com/pix/upload02/images82/mk11209_gh.jpg
358,369.jpg,2,1,3,1,0.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSqyWv0es2l2QndMnmGee5Ov89FiglFNCVRQHDXjAiHmb72fI21cQ
359,370.jpg,1,2,2,0,1.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSqQJ1YmRPv4vRjegq_rXQjHcLegVMp2ujUeUkoHbQCrfAFn2mDyQ
360,371.jpg,1,2,1,1,1.0,http://www.atlasscoop.com/imagesnews/1437057644.jpg
361,372.jpg,1,1,137,0,0.0,https://marocmama.com/wp-content/uploads/2014/01/Road-Sign-Morocco.jpg
362,373.jpg,1,1,3,1,,not found
363,374.jpg,1,3,1,0,1.0,https://www.traidnt.net/vb/images/imgcache/2010/09/6884.jpg
364,375.jpg,1,2,1,1,0.0,https://archivestatic2.chouftv.ma//pictures/2016-04/5a600467a3421523879c086fcc3aca799335.jpeg
365,376.jpg,1,3,6,1,1.0,http://inma.net.sa/wp-content/uploads/unnamed-35-14.jpg
366,377.jpg,1,2,1,0,,not found
367,378.jpg,1,3,1,1,1.0,https://2.bp.blogspot.com/-UrH_OtaXVh4/VUntZtAJrJI/AAAAAAAAI9w/zuaBqwBjNj4/s1600/2015-05-04_101724.jpg
368,379.jpg,1,2,12,1,0.0,https://www.h24info.ma/wp-content/uploads/2017/03/articlesprincipalesmorrocan-highway_0.jpg
369,380.jpg,1,2,12,1,0.0,https://drivefocus.com/wp-content/uploads/2018/07/shutterstock_51616642.jpg
370,381.jpg,1,1,13,1,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Driving_north_on_King_Fahd_Road_%2812753482705%29.jpg/1280px-Driving_north_on_King_Fahd_Road_%2812753482705%29.jpg
371,382.jpg,2,1,347,1,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Road_sign_Islamabad_%28cropped%29.JPG/523px-Road_sign_Islamabad_%28cropped%29.JPG
372,383.jpg,1,2,12,1,,not found
373,384.jpg,1,2,27,0,0.0,https://www.albayan.ae/polopoly_fs/1.1190977.1476367835!/image/image.jpg
374,385.jpg,1,2,1,1,1.0,http://www.mekshat.com/pix/upload01/prof015/mk14727_2011_02100283.jpg
375,386.jpg,1,1,1,0,1.0,https://www.otlaat.com/almosafr/up//uploads/images/almosafr_2bb2197dd0.jpg
376,387.jpg,1,3,1,1,1.0,https://s3-eu-west-1.amazonaws.com/content.argaamnews.com/530b9add-3fd2-41c3-8bce-6b83e2ec6286.jpg
377,388.jpg,1,1,1,0,0.0,http://www.mekshat.com/pix/upload01/prof023/mk74315_20121220_141716.jpg
378,389.jpg,1,2,13,1,1.0,http://4.bp.blogspot.com/-7BxMCnMVrVc/T_mXjLhSyOI/AAAAAAAACFU/NxrEynxO2Uc/s400/DSC_0203.JPG
379,390.jpg,1,2,123,1,1.0,https://dubaitrafficfines.net/pictures/16-Exit-Directions-Signs.jpg
380,391.jpg,1,2,13,1,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Sign_to_Dammam.jpg/640px-Sign_to_Dammam.jpg
381,392.jpg,1,3,7,1,1.0,https://www.alittihad.ae/assets/images/Emirates/2016/10/05/320x240/33a.jpg
382,393.jpg,3,3,3,1,0.0,https://i.ebayimg.com/thumbs/images/g/uc0AAOSwuwRYLNT4/s-l225.jpg
383,394.jpg,1,1,37,1,1.0,http://www.belgarn.com/upload/5b3j7J85m4Bl.jpg
384,395.jpg,1,2,12,0,0.0,https://www.vitaminedz.com/photos/200/01-200389-sidi-bel-abbes-ain-el-berd-par-l-autoroute-est.jpg
385,396.jpg,1,2,1,1,0.0,http://website-alyaum.s3-website.eu-central-1.amazonaws.com/uploads/imported_images/media/article/23_rV6kYbS.jpg
386,398.jpg,1,1,2,0,1.0,http://www.atranaya.net/wp-content/uploads/2014/03/%D9%83%D8%B1%D9%83%D9%88%D9%83-%D8%AA%D8%B6%D8%B9-%D8%A7%D9%88%D9%84-%D9%84%D9%88%D8%AD%D8%A9-%D9%85%D8%B1%D9%88%D8%B1-%D8%AA%D8%A4%D8%B4%D8%B1-%D8%A7%D9%84%D9%89-%D9%85%D8%AD%D8%A7%D9%81%D8%B8%D8%A9-%D8%AD%D9%84%D8%A8%D8%AC%D8%A9-300x258.jpg
387,400.jpg,3,3,3,0,1.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSBW21_e5dt965zyX_vsVnYI927TC-l4nhbhfEdRKep1qf_1Yr_IQ
388,401.jpg,1,1,1,1,,not found
389,402.jpg,1,2,1,1,0.0,https://static.ladepeche.fr/content/media/image/zoom/2014/12/22/201412221756-full.jpg
390,403.jpg,1,3,127,1,1.0,https://media-cdn.tripadvisor.com/media/photo-s/01/6c/b2/e9/the-road-to-casablanca.jpg
391,404.jpg,1,2,123,1,1.0,https://businessclass.today/wp-content/uploads/2017/01/%D8%AC%D8%B3%D8%B1-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D9%86-%D8%B4%D8%A7%D8%B1%D8%B9-%D9%82%D8%B7%D8%B1-300x185.jpg
392,405.jpg,1,1,24,1,1.0,https://www.alittihad.ae/assets/images/Emirates/2010/02/24/320x240/26a-na-37095.jpg
393,406.jpg,1,1,2,0,,not found
394,407.jpg,1,1,17,1,1.0,https://upload.wikimedia.org/wikipedia/commons/2/25/SHARJAH_UAE_roadsign_-_Flickr_-_woody1778a.jpg
395,408.jpg,2,1,2,1,1.0,http://www.technoarabia.com/images/projects/2-10.jpg
396,409.jpg,1,2,3,1,1.0,https://lh5.googleusercontent.com/-PGP-tbfgouc/UnOCKDhF_dI/AAAAAAAD1xU/1YBcbdYcsMo/w898-h600-no/178.JPG
397,410.jpg,1,2,1,1,0.0,https://www.medias24.com/images/photos_artices/big/06-03-2018/A3_Rabat101.jpg
398,411.jpg,1,2,1,1,0.0,https://pbs.twimg.com/media/DZeCv-kXcAEY_t_.jpg
399,412.jpg,1,1,17,1,0.0,http://yamamaa.com/wp-content/uploads/2018/03/dd98b8cc-fd92-4b89-8c9a-45e3d31d1656.jpg
400,413.jpg,1,2,1,1,0.0,http://img109.xooimage.com/files/e/8/9/photo-3-46262fa.jpg
401,414.jpg,1,2,2,1,0.0,https://images.assetsdelivery.com/thumbnails/kanvag/kanvag1308/kanvag130800012.jpg
402,415.jpg,1,2,1,0,0.0,http://howiyapress.com/wp-content/uploads/2016/09/autoroute__190816.png
403,416.jpg,1,1,1,1,,not found
404,417.jpg,1,3,1,1,1.0,http://lh3.ggpht.com/_lC81mrItnS4/TGI9jsEKCXI/AAAAAAAAB6k/Vw413qA3Ybk/s640/SL370336.JPG
405,418.jpg,1,2,12,1,1.0,http://bourse-dz.com/wp-content/uploads/2017/06/Autoroute1.jpg
406,419.jpg,1,2,12,1,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/IL_Highway_50_01_2012-03-17.jpg/250px-IL_Highway_50_01_2012-03-17.jpg
407,420.jpg,1,1,12,0,,not found
408,421.jpg,1,2,12,1,0.0,https://www.cttp.dz/img/domaine/routes/autoroute-rn1.jpg
409,422.jpg,1,3,3,1,1.0,https://blog.ezhire.life/wp-content/uploads/sites/2/2018/08/1-2.jpg
410,423.jpg,1,1,1,1,0.0,http://img.alarab.qa/Content/Upload/small/52017172592.jpg
411,424.jpg,1,1,1,1,1.0,http://onaeg.com/wp-content/uploads/2016/09/2.jpg
412,425.jpg,1,2,1,1,1.0,http://www.dawadmisms.net/wp-content/uploads/2014/06/%D9%84%D9%88%D8%AD%D8%A9-%D8%A7%D9%84%D8%AD%D9%81%D9%8A%D8%B1%D8%A9.jpg
413,426.jpg,1,3,1,1,1.0,https://img.youm7.com/large/5201624193210915Hurghada_Road_R01.jpg
414,427.jpg,1,1,1,0,1.0,http://www.alsharq.net.sa/wp-content/uploads/2012/09/281755-513x340.jpg
415,428.jpg,1,2,1,0,1.0,https://lh3.googleusercontent.com/-V2-Alc0Lv-k/TiMyFH9XaWI/AAAAAAAADes/dsSeHRLX1_A/s576/IMG_1504.JPG
416,429.jpg,1,3,4,1,1.0,https://i.ytimg.com/vi/80ZlR21ZMJ8/maxresdefault.jpg
417,430.jpg,1,3,27,1,1.0,https://upload.wikimedia.org/wikipedia/commons/0/0e/Directional_road_sign_of_the_Dubai_Gold_Souk.jpg
418,431.jpg,1,2,1,1,1.0,http://4.bp.blogspot.com/-g5Vi1pEsflY/UGX8_yE3A3I/AAAAAAAAMW0/5JPJaHZx_fE/s1600/casablanca-marrakesh-road-signs.jpg
419,432.jpg,1,2,123,1,0.0,http://img.alarab.qa/Content/Upload/Large/520189113480.jpg
420,433.jpg,1,1,1,1,,not found
421,434.jpg,1,2,1,1,1.0,http://mw2.google.com/mw-panoramio/photos/medium/44042970.jpg
422,436.jpg,1,2,1,1,0.0,http://www.alriyadh.com/media/thumb/97/59/750_9bf813609b.jpg
423,437.jpg,2,1,3,0,0.0,https://pbt1920.files.wordpress.com/2015/02/road-to-marrakech-9.jpg?w=620&h=415
424,438.jpg,1,3,13,1,1.0,http://2.bp.blogspot.com/-Z9sdIArQdQM/UZswqKyygjI/AAAAAAAAApE/t1SaLHzjHSY/s1600/1295477679.jpg
425,439.jpg,1,3,2,1,1.0,https://pbs.twimg.com/media/C81nVLEWAAAhdAj.jpg
426,440.jpg,1,3,6,1,1.0,http://www.souriatnapress.net/wp-content/uploads/2015/01/343623.jpg
427,441.jpg,1,1,123,0,0.0,http://s.alriyadh.com/2011/09/18/img/746803091396.jpg
